track_id,avg_speed,timestamp
1,6.07,1741974184
2,22.44,1741974184
3,4.48,1741974184
4,8.55,1741974184
5,6.63,1741974184
6,3.45,1741974184
7,17.96,1741974184
8,10.99,1741974184
9,10.48,1741974184
10,3.73,1741974184
11,5.02,1741974184
12,5.6,1741974184
13,8.76,1741974184
